NAME,white,black,amindia,asia,pacific,other,2m,state,county
"Muscatine County, Iowa",38753,1065,87,388,11,1360,1225,19,139
"Osceola County, Iowa",5717,76,21,8,3,127,100,19,143
"Polk County, Iowa",402987,32518,1530,21909,438,6456,13774,19,153
"Webster County, Iowa",33123,1727,119,501,5,421,649,19,187
"Story County, Iowa",83428,2213,223,7795,0,861,2421,19,169
"Woodbury County, Iowa",87959,3706,2010,2908,326,2112,3565,19,193
"Black Hawk County, Iowa",110821,12534,557,3145,352,1944,3040,19,013
"Grundy County, Iowa",12080,74,13,34,0,0,98,19,075
"Jones County, Iowa",19621,435,27,196,0,0,280,19,105
"Mitchell County, Iowa",10333,32,53,49,0,39,102,19,131
"Montgomery County, Iowa",9509,11,86,17,0,245,185,19,137
"Sac County, Iowa",9543,71,0,45,0,63,80,19,161
"Plymouth County, Iowa",23694,244,117,163,0,582,268,19,149
"Buchanan County, Iowa",20564,36,78,54,0,2,384,19,019
"Clinton County, Iowa",43921,1320,141,326,2,112,1087,19,045
"Decatur County, Iowa",7552,141,24,59,25,37,141,19,053
"Jefferson County, Iowa",15104,1305,3,790,0,252,694,19,101
"Allamakee County, Iowa",13324,176,46,79,0,50,138,19,005
"Linn County, Iowa",197046,12389,493,5086,313,1706,6828,19,113
"Dallas County, Iowa",78883,1654,98,3928,83,680,1773,19,049
"O'Brien County, Iowa",13250,175,31,132,4,103,140,19,141
"Stanton County, Kansas",1993,0,3,0,0,5,51,20,187
"Meade County, Kansas",3541,26,9,30,7,454,113,20,119
"Montgomery County, Kansas",27395,1638,1076,317,59,533,1503,20,125
"Pratt County, Kansas",8917,239,101,10,0,14,171,20,151
"Rawlins County, Kansas",2312,16,21,3,0,110,40,20,153
"Anderson County, Kansas",7577,39,164,1,0,0,54,20,003
"Ellsworth County, Kansas",5647,199,56,80,0,56,193,20,053
"Geary County, Kansas",23076,6376,407,1006,352,921,1887,20,061
"Ford County, Kansas",30528,685,324,469,14,1423,736,20,057
"Russell County, Kansas",6567,160,62,0,23,20,116,20,167
"Marshall County, Kansas",9430,30,5,38,25,26,195,20,117
"Allen County, Kansas",11683,125,37,94,30,16,571,20,001
"Cheyenne County, Kansas",2554,0,0,0,0,100,11,20,023
"Cowley County, Kansas",31109,1159,525,569,43,402,1544,20,035
"Elk County, Kansas",2367,10,43,12,0,1,90,20,049
"Franklin County, Kansas",23867,237,142,98,8,334,872,20,059
"Hodgeman County, Kansas",1794,1,6,36,0,4,35,20,083
"Jewell County, Kansas",2781,10,18,5,4,35,32,20,089
"Rice County, Kansas",8786,189,67,79,20,204,313,20,159
"Stafford County, Kansas",3962,12,47,4,0,71,85,20,185
"Osage County, Kansas",15238,94,24,30,1,24,470,20,139
"Coffey County, Kansas",7893,66,21,8,0,12,254,20,031
"Crawford County, Kansas",35547,884,153,724,0,269,1391,20,037
"Greenwood County, Kansas",5782,13,6,11,0,11,258,20,073
"Carroll County, Maryland",153534,5924,424,3176,47,1163,3431,24,013
"Queen Anne's County, Maryland",44328,3302,43,504,51,621,783,24,035
"St. Mary's County, Maryland",87625,16431,94,2865,20,1066,4189,24,037
"Charles County, Maryland",70090,73300,928,5115,16,1158,8821,24,017
"Dorchester County, Maryland",21065,8549,20,354,0,409,1741,24,019
"Washington County, Maryland",123236,15984,202,2755,140,1634,6158,24,043
"Wicomico County, Maryland",68178,26594,274,3215,28,1467,2783,24,045
"Cecil County, Maryland",90069,6974,92,1446,24,1011,2936,24,015
"Caroline County, Maryland",26405,4666,130,229,0,733,886,24,011
"Suffolk County, Massachusetts",439961,178557,2188,70597,418,52405,52479,25,025
"Dukes County, Massachusetts",15247,813,143,59,0,346,704,25,007
"Middlesex County, Massachusetts",1227271,85583,3163,190905,742,45312,47866,25,017
"Bristol County, Massachusetts",471827,23969,391,12741,287,34815,17007,25,005
"Hampden County, Massachusetts",381040,41471,1144,11197,121,19095,13803,25,013
"Essex County, Massachusetts",626140,33424,1596,26899,186,71852,23579,25,009
"Franklin County, Massachusetts",65480,1066,209,908,106,967,1841,25,011
"Worcester County, Massachusetts",690146,41366,2181,40508,288,26623,23660,25,027
"Hampshire County, Massachusetts",141084,4186,299,8483,138,1608,5234,25,015
"Chippewa County, Michigan",26615,2265,5342,372,35,32,2968,26,033
"Monroe County, Michigan",141090,3568,372,864,11,656,3166,26,115
"Oakland County, Michigan",940365,170488,3413,93551,307,9724,35337,26,125
"Hillsdale County, Michigan",44217,332,173,180,0,144,711,26,059
"Muskegon County, Michigan",140103,23499,1416,955,26,947,6351,26,121
"Leelanau County, Michigan",20123,105,678,137,17,189,403,26,089
"Lapeer County, Michigan",84158,1108,266,500,26,553,1427,26,087
"Sanilac County, Michigan",39896,222,134,113,2,322,606,26,151
"Keweenaw County, Michigan",2048,19,8,4,0,0,32,26,083
"Ontonagon County, Michigan",5640,29,48,25,6,8,121,26,131
"Ottawa County, Michigan",256755,4425,907,7747,67,8670,7987,26,139
"Alcona County, Michigan",10028,41,63,20,7,35,159,26,001
"Ionia County, Michigan",58958,2976,128,269,9,460,1500,26,067
"Kalkaska County, Michigan",16871,170,158,95,0,7,284,26,079
"Berrien County, Michigan",121313,22561,621,2931,27,1847,4833,26,021
"Ogemaw County, Michigan",20169,68,221,136,0,34,270,26,129
"Wexford County, Michigan",31836,245,153,180,28,47,767,26,165
"Crawford County, Michigan",13337,103,42,129,0,61,220,26,039
"Dickinson County, Michigan",24356,158,236,166,0,102,421,26,043
"Huron County, Michigan",30404,150,72,199,0,102,422,26,063
"Ingham County, Michigan",216025,33930,1140,19624,107,4396,15365,26,065
"Mason County, Michigan",27438,261,285,167,0,196,607,26,105
"Menominee County, Michigan",21756,73,531,94,0,23,597,26,109
"Missaukee County, Michigan",14463,95,75,29,0,65,301,26,113
"St. Joseph County, Michigan",55964,1353,182,305,36,1050,1946,26,149
"Van Buren County, Michigan",64935,2520,770,534,23,3401,3175,26,159
"Arenac County, Michigan",14500,62,198,55,0,20,235,26,011
"Barry County, Michigan",58329,415,222,364,4,362,844,26,015
"Iron County, Michigan",10681,61,190,65,0,23,132,26,071
"Benzie County, Michigan",16863,32,304,76,10,10,320,26,019
"Schoolcraft County, Michigan",6958,36,565,30,0,9,450,26,153
"Wayne County, Michigan",933616,680932,5767,58915,445,34182,43442,26,163
"Grand Traverse County, Michigan",87402,835,883,537,32,342,2150,26,055
"Mackinac County, Michigan",8023,363,1731,74,17,21,551,26,097
"Genesee County, Michigan",304896,81062,1393,4211,127,2088,14098,26,049
"Labette County, Kansas",17858,957,165,31,0,107,1001,20,099
"Sedgwick County, Kansas",399953,45401,5057,22290,255,18036,22383,20,173
"Republic County, Kansas",4539,53,11,11,0,0,44,20,157
"Graham County, Kansas",2274,105,0,44,0,0,96,20,065
"Douglas County, Kansas",99132,5254,3008,6347,24,1272,5253,20,045
"Sheridan County, Kansas",2417,25,8,0,0,41,15,20,179
"Gray County, Kansas",5847,53,11,7,22,2,97,20,069
"Todd County, South Dakota",849,6,8949,189,0,19,183,46,121
"Oglala Lakota County, South Dakota",737,11,13378,0,0,20,189,46,102
"Klickitat County, Washington",20173,160,548,155,2,210,473,53,039
"Grays Harbor County, Washington",63802,859,3075,1096,200,583,3164,53,027
"Wahkiakum County, Washington",3877,54,31,79,1,154,72,53,069
"Grant County, Washington",65761,810,1146,946,36,22769,4034,53,025
"Snohomish County, Washington",601915,24369,7353,86121,4197,24764,50089,53,061
"Summers County, West Virginia",11967,586,0,0,0,11,284,54,089
"Greenbrier County, West Virginia",33010,996,10,217,0,219,703,54,025
"Mineral County, West Virginia",25742,925,4,116,0,65,315,54,057
"Lewis County, West Virginia",15744,29,87,81,0,27,198,54,041
"Pocahontas County, West Virginia",8334,37,0,9,0,26,44,54,075
"Randolph County, West Virginia",27883,620,67,160,0,97,103,54,083
"Wirt County, West Virginia",5762,26,0,0,0,10,0,54,105
"Clay County, West Virginia",8658,1,11,0,9,0,30,54,015
"Monongalia County, West Virginia",94397,3781,80,3644,0,741,2831,54,061
"Wetzel County, West Virginia",15093,164,0,0,0,41,138,54,103
"Kanawha County, West Virginia",162196,13154,370,2208,0,319,5032,54,039
"Preston County, West Virginia",31044,1717,240,85,8,190,399,54,077
"Ritchie County, West Virginia",9592,27,0,0,0,62,163,54,085
"Lincoln County, West Virginia",20495,39,0,24,23,0,269,54,043
"Braxton County, West Virginia",13757,106,48,0,19,10,250,54,007
"Boone County, West Virginia",21915,218,10,26,0,5,194,54,005
"Wyoming County, West Virginia",20716,262,0,54,0,25,224,54,109
"Dunn County, Wisconsin",42081,292,108,1223,34,140,881,55,033
"Grant County, Wisconsin",49897,776,85,504,0,92,379,55,043
"Sheboygan County, Wisconsin",102224,2280,336,6610,1,1301,2426,55,117
"Menominee County, Wisconsin",496,13,3826,7,0,3,213,55,078
"Buffalo County, Wisconsin",12720,95,57,12,0,114,128,55,011
"La Crosse County, Wisconsin",107194,1831,465,5186,12,844,2362,55,063
"Marathon County, Wisconsin",122592,810,374,7873,114,850,2783,55,073
"Trempealeau County, Wisconsin",27339,166,106,128,0,1491,269,55,121
"Dodge County, Wisconsin",82065,2472,323,571,31,638,1615,55,027
"Vilas County, Wisconsin",18895,110,1770,131,11,52,782,55,125
"Manitowoc County, Wisconsin",74419,869,392,2161,3,219,1122,55,071
"Burnett County, Wisconsin",13986,85,625,52,1,21,519,55,013
"Door County, Wisconsin",26447,222,248,137,0,166,252,55,029
"Fond du Lac County, Wisconsin",95232,1448,522,1275,29,1789,2302,55,039
"Pepin County, Wisconsin",7124,21,17,22,8,6,67,55,091
"Richland County, Wisconsin",16672,164,67,126,1,277,152,55,103
"Waushara County, Wisconsin",22449,342,194,85,6,673,444,55,137
"Lafayette County, Wisconsin",16270,101,37,89,0,103,115,55,065
"Pierce County, Wisconsin",40164,233,97,535,8,173,767,55,093
"Calumet County, Wisconsin",47224,426,273,1203,1,297,504,55,015
"Kenosha County, Wisconsin",144055,12757,769,2672,73,3503,4695,55,059
"Johnson County, Wyoming",7938,49,364,0,0,34,102,56,019
"Wallace County, Kansas",1480,3,0,6,0,32,53,20,199
"Chase County, Kansas",2499,44,16,3,0,20,55,20,017
"Stevens County, Kansas",4840,43,22,18,0,454,226,20,189
"Smith County, Kansas",3499,12,19,27,0,0,70,20,183
"Grant County, Kansas",6597,3,0,32,0,785,50,20,067
"Antrim County, Michigan",22292,103,182,82,0,193,354,26,009
"Houghton County, Michigan",33634,278,143,1000,19,217,779,26,061
"Livingston County, Michigan",182813,1135,514,1760,122,510,2900,26,093
"Iosco County, Michigan",24088,184,257,190,2,66,410,26,069
"Lake County, Michigan",10301,940,110,25,15,45,416,26,085
"Manistee County, Michigan",22297,710,437,92,16,87,818,26,101
"Jackson County, Kansas",11453,28,1131,72,18,53,511,20,085
"Kingman County, Kansas",7093,34,26,2,0,13,172,20,095
"Logan County, Kansas",2658,2,23,0,10,33,79,20,109
"Nemaha County, Kansas",9801,73,73,12,0,25,137,20,131
"Pottawatomie County, Kansas",22485,313,205,186,0,152,506,20,149
"Wyandotte County, Kansas",96974,36685,806,7557,354,14911,7574,20,209
"Cherokee County, Kansas",18184,120,366,90,74,69,1276,20,021
"Butler County, Kansas",62026,1671,493,840,34,113,1521,20,015
"Clay County, Kansas",7800,72,53,48,0,0,109,20,027
"Lincoln County, Kansas",2986,5,0,0,0,0,53,20,105
"Saline County, Kansas",47992,1536,255,1233,15,1365,2305,20,169
"Sumner County, Kansas",21726,237,316,150,0,124,561,20,191
"Trego County, Kansas",2753,3,2,48,0,8,26,20,195
"Wabaunsee County, Kansas",6537,37,43,88,4,34,146,20,197
"Wilson County, Kansas",8222,40,43,1,3,6,373,20,205
"Mitchell County, Kansas",5963,44,44,17,0,8,69,20,123
"Osborne County, Kansas",3395,17,14,3,0,25,76,20,141
"Atchison County, Kansas",14570,477,67,78,0,120,956,20,005
"Finney County, Kansas",29758,1067,150,1509,0,3210,1056,20,055
"Hamilton County, Kansas",2356,138,0,0,0,82,15,20,075
"Leavenworth County, Kansas",66592,7124,587,1170,81,1659,3532,20,103
"Washington County, Kansas",5389,9,3,8,0,50,34,20,201
"Wichita County, Kansas",1896,20,19,14,0,152,29,20,203
"Morton County, Kansas",2531,22,5,17,0,69,110,20,129
"Norton County, Kansas",5033,151,53,27,0,80,102,20,137
"Barton County, Kansas",24847,325,282,96,82,328,493,20,009
"Cloud County, Kansas",8513,175,19,8,0,70,153,20,029
"Edwards County, Kansas",2727,10,0,22,0,52,58,20,047
"Lane County, Kansas",1514,0,12,19,4,15,0,20,101
"Rush County, Kansas",2882,6,0,17,0,11,106,20,165
"Marion County, Kansas",11440,95,20,44,0,34,331,20,115
"Neosho County, Kansas",15280,208,63,11,0,25,521,20,133
"Ottawa County, Kansas",5600,57,33,42,0,0,90,20,143
"Riley County, Kansas",61781,4680,330,3801,143,1124,3197,20,161
"Barber County, Kansas",4377,37,38,75,0,7,90,20,007
"Dickinson County, Kansas",17852,259,166,100,0,68,383,20,041
"Jefferson County, Kansas",18097,137,144,3,0,62,447,20,087
"Greenup County, Kentucky",34497,381,8,177,0,20,472,21,089
"Fleming County, Kentucky",13961,318,9,13,0,44,168,21,069
"Carter County, Kentucky",26608,152,125,29,3,14,228,21,043
"Grant County, Kentucky",23820,199,33,31,0,442,426,21,081
"Jefferson County, Kentucky",549506,166794,1403,22040,385,7794,19497,21,111
"Logan County, Kentucky",24400,1806,17,69,2,179,429,21,141
"Mason County, Kentucky",15505,1082,8,155,7,46,309,21,161
"Pendleton County, Kentucky",14130,157,7,83,54,14,127,21,191
"Robertson County, Kentucky",2085,38,0,0,0,0,0,21,201
"Spencer County, Kentucky",17966,347,34,63,0,51,219,21,215
"Bath County, Kentucky",11921,188,14,58,0,17,157,21,011
"Ballard County, Kentucky",7452,328,48,19,0,9,176,21,007
"Boyle County, Kentucky",26229,2388,91,264,0,353,647,21,021
"Green County, Kentucky",10447,285,77,9,0,0,161,21,087
"Harlan County, Kentucky",25501,610,0,78,0,77,433,21,095
"Martin County, Kentucky",10837,636,29,11,12,45,78,21,159
"Lincoln County, Kentucky",23154,466,5,40,15,135,661,21,137
"Monroe County, Kentucky",10166,265,13,31,3,68,81,21,171
"Ohio County, Kentucky",23253,208,9,67,0,271,263,21,183
"Union County, Kentucky",12178,1950,0,68,0,75,367,21,225
"Webster County, Kentucky",11891,474,12,7,9,243,432,21,233
"Jim Wells County, Texas",39004,271,201,216,54,875,351,48,249
"Dallam County, Texas",6550,56,86,142,0,311,159,48,111
"Montmorency County, Michigan",8951,22,109,14,3,17,149,26,119
"Presque Isle County, Michigan",12276,75,60,72,0,36,195,26,141
"Gladwin County, Michigan",24513,78,136,131,0,42,379,26,051
"Kalamazoo County, Michigan",212216,29215,596,6259,108,1754,12597,26,077
"Mecosta County, Michigan",40183,1296,278,370,9,132,983,26,107
"Marquette County, Michigan",62152,1118,545,627,32,141,2071,26,103
"Newaygo County, Michigan",44979,595,412,186,0,1314,880,26,123
"Osceola County, Michigan",22388,261,170,64,0,32,375,26,133
"Otsego County, Michigan",23442,163,79,139,3,37,627,26,137
"Calhoun County, Michigan",109110,14148,740,3233,16,924,6041,26,025
"Cheboygan County, Michigan",23683,205,527,111,0,52,840,26,031
"Luce County, Michigan",5043,429,409,32,8,32,385,26,095
"Kent County, Michigan",515653,62188,2334,19427,187,21917,26415,26,081
"Saginaw County, Michigan",144268,35664,642,2284,17,2767,6179,26,145
"Shiawassee County, Michigan",65997,467,194,200,19,168,1295,26,155
"Bay County, Michigan",98568,1796,362,606,0,377,2395,26,017
"Charlevoix County, Michigan",24951,122,410,129,16,23,537,26,029
"Delta County, Michigan",33746,121,715,156,4,37,1247,26,041
"Emmet County, Michigan",30573,246,959,205,30,71,1020,26,047
"Koochiching County, Minnesota",11711,73,391,49,0,111,180,27,071
"Morrison County, Minnesota",31845,185,75,144,0,345,470,27,097
"Pennington County, Minnesota",13329,153,233,165,0,33,270,27,113
"Steele County, Minnesota",33193,1158,132,547,29,1222,402,27,147
"Wilkin County, Minnesota",6181,25,22,1,0,8,54,27,167
"Aitkin County, Minnesota",15003,81,326,54,14,41,315,27,001
"Faribault County, Minnesota",13350,35,41,51,0,130,194,27,043
"Murray County, Minnesota",8002,31,21,132,0,31,79,27,101
"Kandiyohi County, Minnesota",37829,2285,142,444,0,1377,764,27,067
"Lake County, Minnesota",10234,68,92,14,19,9,124,27,075
"Rock County, Minnesota",9064,87,32,100,0,22,97,27,133
"Roseau County, Minnesota",14214,146,281,416,9,32,263,27,135
"Traverse County, Minnesota",3003,17,164,6,0,36,85,27,155
"Becker County, Minnesota",29783,167,2513,219,10,118,1201,27,005
"Hennepin County, Minnesota",897639,165152,8962,89004,415,37947,46718,27,053
"Brown County, Minnesota",24021,181,76,166,0,531,188,27,015
"Chippewa County, Minnesota",10775,103,238,105,137,497,98,27,023
"Clearwater County, Minnesota",7568,16,734,42,2,18,441,27,029
"Goodhue County, Minnesota",43474,606,374,383,0,468,941,27,049
"Isanti County, Minnesota",37510,192,136,576,6,202,808,27,059
"Jackson County, Minnesota",9403,39,3,208,0,132,169,27,063
"Mower County, Minnesota",34533,1570,54,1468,248,1091,843,27,099
"Pine County, Minnesota",26701,658,711,164,9,144,836,27,115
"Olmsted County, Minnesota",129616,9566,554,9028,128,1513,4404,27,109
"Wadena County, Minnesota",12982,82,144,57,0,104,285,27,159
"Benton County, Minnesota",36637,1601,78,408,0,326,1079,27,009
"Freeborn County, Minnesota",27894,330,150,777,0,729,583,27,047
"Itasca County, Minnesota",41877,222,1673,192,3,81,1093,27,061
"Pope County, Minnesota",10666,46,37,63,0,82,154,27,121
"Stevens County, Minnesota",8846,195,163,232,15,229,109,27,149
"Swift County, Minnesota",8845,206,1,27,57,144,79,27,151
"Cottonwood County, Minnesota",10101,107,14,450,18,453,156,27,033
"Scott County, Minnesota",121973,6199,732,8845,14,3347,4165,27,139
"Wabasha County, Minnesota",20773,126,60,103,0,219,256,27,157
"Pipestone County, Minnesota",8460,120,173,15,0,152,271,27,117
"Norman County, Minnesota",6080,65,145,26,0,44,160,27,107
"Nicollet County, Minnesota",31228,958,13,592,0,288,875,27,103
"Fort Bend County, Texas",395904,157134,2600,154513,408,33215,21620,48,157
"Irion County, Texas",1233,66,0,0,0,307,14,48,235
"Willacy County, Texas",20975,138,144,0,0,271,60,48,489
"Dawson County, Texas",9638,1036,143,24,0,1450,522,48,115
"Burleson County, Texas",14421,2395,69,7,0,749,417,48,051
"Nueces County, Texas",325660,13542,1737,7501,213,6902,5985,48,355
"Rains County, Texas",10505,415,65,42,0,595,144,48,379
"Real County, Texas",3245,19,0,2,0,141,1,48,385
"Sterling County, Texas",1122,0,0,0,0,97,12,48,431
"Carson County, Texas",5657,48,97,22,0,60,125,48,065
"Freestone County, Texas",15857,2995,83,139,0,298,342,48,161
"Hardeman County, Texas",3469,232,45,0,0,108,91,48,197
"Briscoe County, Texas",1256,12,0,0,22,26,141,48,045
"Liberty County, Texas",67404,8273,496,439,13,6215,862,48,291
"Loving County, Texas",95,0,3,0,0,0,0,48,301
"Robertson County, Texas",12988,3474,77,31,18,218,184,48,395
"Rusk County, Texas",41975,9075,90,279,30,902,1404,48,401
"Trinity County, Texas",12557,1454,18,5,0,305,281,48,455
"Bandera County, Texas",19990,154,262,62,0,288,1459,48,019
